ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2018-08-21-001144-c-L1;UA-2018-08-21-001144-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Влаштування різних видів дорожнього покриття (поточний ремонт елементів благоустрою в'їзного заїзду ДНЗ ""Ластівка"")";196006.8;"Влаштування різних видів дорожнього покриття (поточний ремонт елементів благоустрою в'їзного заїзду ДНЗ ""Ластівка"")";"Влаштування різних видів дорожнього покриття (поточний ремонт елементів благоустрою в'їзного заїзду ДНЗ ""Ластівка"")";вул. Київська, 306;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-21-001092-c-L1;UA-2018-08-21-001092-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Влаштування різних видів дорожнього покриття (поточний ремонт доріжок ЗОШ І-ІІІ ступенів № 3);199176.3;Влаштування різних видів дорожнього покриття (поточний ремонт доріжок ЗОШ І-ІІІ ступенів № 3);Влаштування різних видів дорожнього покриття (поточний ремонт доріжок ЗОШ І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-07-23-001141-c-L1;UA-2018-07-23-001141-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт пральні Дошкільного навчального закладу (ясла-садок) комбінованого типу ""Калинка"")";362227.6;"Капітальний ремонт і реставрація (капітальний ремонт пральні Дошкільного навчального закладу (ясла-садок) комбінованого типу ""Калинка"")";"Капітальний ремонт і реставрація (капітальний ремонт пральні Дошкільного навчального закладу (ясла-садок) комбінованого типу ""Калинка"")";вул. Олімпійська, 5;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-20-002018-c-L1;UA-2018-08-20-002018-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (проведення проектно-кошторисних робіт по капітальному ремонту витяжної системи у пральні ДНЗ ""Джерельце"")";1548;"Архітектурні, інженерні та планувальні послуги (проведення проектно-кошторисних робіт по капітальному ремонту витяжної системи у пральні ДНЗ ""Джерельце"")";"Архітектурні, інженерні та планувальні послуги (проведення проектно-кошторисних робіт по капітальному ремонту витяжної системи у пральні ДНЗ ""Джерельце"")";вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-20-001952-c-L1;UA-2018-08-20-001952-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Архітектурні, інженерні та планувальні послуги (проведення проектно-кошторисних робіт по капітальному ремонту витяжної системи у убиральнях Броварської гімназії імені С.І.Олійника);7296;Архітектурні, інженерні та планувальні послуги (проведення проектно-кошторисних робіт по капітальному ремонту витяжної системи у убиральнях Броварської гімназії імені С.І.Олійника);Архітектурні, інженерні та планувальні послуги (проведення проектно-кошторисних робіт по капітальному ремонту витяжної системи у убиральнях Броварської гімназії імені С.І.Олійника);вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-27-001104-c-L1;UA-2018-08-27-001104-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Періодичні спеціалізовані видання (ДНЗ ""Золота рибка"")";6900;"Періодичні спеціалізовані видання (ДНЗ ""Золота рибка"")";"Періодичні спеціалізовані видання (ДНЗ ""Золота рибка"")";вул. Незалежності, 11-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-27-001081-c-L1;UA-2018-08-27-001081-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Періодичні спеціалізовані видання (УОН БМР);9132;Періодичні спеціалізовані видання (УОН БМР);Періодичні спеціалізовані видання (УОН БМР);вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-27-000920-c-L1;UA-2018-08-27-000920-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування систем центрального опалення (поточний ремонт системи опалення до опалювального періоду (гідравлічне випробування) приміщення гімназії ім. С.І.Олійника);11399.69;Послуги з ремонту і технічного обслуговування систем центрального опалення (поточний ремонт системи опалення до опалювального періоду (гідравлічне випробування) приміщення гімназії ім. С.І.Олійника);Послуги з ремонту і технічного обслуговування систем центрального опалення (поточний ремонт системи опалення до опалювального періоду (гідравлічне випробування) приміщення гімназії ім. С.І.Олійника);вул. Москаленка, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-27-000847-c-L1;UA-2018-08-27-000847-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з ремонту і технічного обслуговування систем центрального опалення (поточний ремонт системи опалення до опалювального періоду (гідравлічне випробування) приміщення ДНЗ ""Калинка"")";6614.99;"Послуги з ремонту і технічного обслуговування систем центрального опалення (поточний ремонт системи опалення до опалювального періоду (гідравлічне випробування) приміщення ДНЗ ""Калинка"")";"Послуги з ремонту і технічного обслуговування систем центрального опалення (поточний ремонт системи опалення до опалювального періоду (гідравлічне випробування) приміщення ДНЗ ""Калинка"")";вул. Олімпійська, 5;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-07-24-000278-c-L1;UA-2018-07-24-000278-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Покривання підлоги та стін (поточний ремонт групи в ДНЗ ""Джерельце"")";182000;"Покривання підлоги та стін (поточний ремонт групи в ДНЗ ""Джерельце"")";"Покривання підлоги та стін (поточний ремонт групи в ДНЗ ""Джерельце"")";вул. Петлюри Симона, 13-б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-07-20-001293-c-L1;UA-2018-07-20-001293-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Комп’ютерне обладнання (придбання обладнання для кабінету ""Біологія"" для Броварської гімназії ім. С.І. Олійника)";149000;"Комп’ютерне обладнання (придбання обладнання для кабінету ""Біологія"" для Броварської гімназії ім. С.І. Олійника)";"Комп’ютерне обладнання (придбання обладнання для кабінету ""Біологія"" для Броварської гімназії ім. С.І. Олійника)";вул. Москаленка Сергія, 3-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
