;university_name;Назва
12381;"Петрівський навчально-виховний комплекс ""ЗЗСО І-ІІ ст.-ЗДО""";ЗЗСО І-ІІ ст.-ЗДО
3650;"Ананьївський НВК ""ЗОШ І-ІІІ ст.- ліцей - ДНЗ"". Ананьївська філія І-ІІ ст.-ДНЗ №3";ЗОШ І-ІІІ ст.- ліцей - ДНЗ
3649;"Ананьївський НВК ""ЗОШ І-ІІІ ст.-ліцей-ДНЗ"". Коханівська філія І-ІІ ст.-ДНЗ №1";ЗОШ І-ІІІ ст.-ліцей-ДНЗ
3656;"Новогеоргіївський НВК ""ЗОШ І-ІІІ ступенів - ДНЗ""";ЗОШ І-ІІІ ступенів - ДНЗ
4652;"Заклад дошкільної освіти № 23 ""Теремок""";Теремок
4676;"Дошкільний навчальний заклад № 78 ""Росинка""";Росинка
4699;"Дошкільний навчальний заклад №123 ""Синичка""";Синичка
4716;"Дошкільний навчальний заклад № 147 ""Зіронька""";Зіронька
4644;"Дошкільний навчальний заклад №2 ""Берізка""";Берізка
4645;"Заклад дошкільної освіти №5 ""Салют перемоги""";Салют перемоги
4651;"ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД №22 ""ЯЛИНКА""";ЯЛИНКА
4653;"Дошкільний навчальний заклад №29 ""Саманта""";Саманта
4683;"Заклад дошкільної освіти № 92 ""Світлячок""";Світлячок
4685;"Заклад дошкільної освіти № 94 комбінованого типу ""Марійка""";Марійка
4687;"Дошкільний навчальний заклад № 99 ""Ластівка""";Ластівка
4700;"Дошкільний навчальний заклад № 125 ""Іскорка""";Іскорка
4698;"Заклад дошкільної освіти № 121 ""Берізка"" м. Миколаєва";Берізка
4666;"Миколаївський дошкільний навчальний заклад (ясла-садок) №66 ""Вогник"" Управління освіти Миколаївської міської ради";Вогник
4665;"Дошкільний навчальний заклад №65 ""Малятко"" м. Миколаєва";Малятко
4249;"Березанський дошкільний навчальний заклад (ясла-садок) ""Сонечко""";Сонечко
7523;"Заклад дошкільної освіти №10 ""Казка"" Гадяцької міської ради Полтавської області";Казка
7520;"Заклад дошкільної освіти №2 ""Берізка"" Гадяцької міської ради Полтавської області";Берізка
